tc180s3g00001,,,,,,,,,,
tc180s3g00002,,,,,,,,,,
tc180s3g00003,,,,,,,,,,
tc180s3g00004,,,,,,,,,,
tc180s3g00152,.,.,dz186s3g01718,.,,.,.,.,,
tc180s3g00153,hli2s12g00027,.,.,.,,.,.,opy300s6g00011,,
tc180s3g00154,hli2s12g00028,.,.,dz186s14g01176,,opy300s1g00005,.,.,,
tc180s3g00155,hli2s12g00029,.,dz186s3g01717,dz186s14g01175,,.,opy300s5g01644,opy300s6g00012,,
tc180s3g00156,.,.,.,.,,.,.,.,,
tc180s3g00157,hli2s12g00030,.,dz186s3g01716,.,,opy300s1g00007,opy300s5g01643,.,,
tc180s3g00158,hli2s12g00031,.,dz186s3g01715,dz186s14g01174,,opy300s1g00008,.,.,,
tc180s3g00159,.,.,dz186s3g01714,dz186s14g01173,,.,opy300s5g01641,.,,
tc180s3g00160,.,hli2s13g00003,dz186s3g01713,.,,opy300s1g00010,.,.,,
tc180s3g00161,.,.,.,dz186s14g01172,,.,.,.,,
tc180s3g00162,hli2s12g00032,hli2s13g00004,dz186s3g01712,.,,.,opy300s5g01640,opy300s6g00013,,
tc180s3g00163,.,.,dz186s3g01711,dz186s14g01171,,opy300s1g00011,opy300s5g01639,opy300s6g00014,,
tc180s3g00164,hli2s12g00033,hli2s13g00005,.,dz186s14g01170,,.,opy300s5g01638,opy300s6g00015,,
tc180s3g00165,.,hli2s13g00006,.,dz186s14g01169,,opy300s1g00012,.,,,
tc180s3g00166,.,,dz186s3g01710,.,,opy300s1g00013,.,,,
tc180s3g00167,hli2s12g00035,,,dz186s14g01168,,opy300s1g00014,opy300s5g01637,,,
tc180s3g00168,,,,dz186s14g00699,dz186s15g00657,,opy300s5g01253,,,
tc180s3g00169,hli2s12g00767,hli2s13g00713,,dz186s14g00700,dz186s15g00658,,opy300s5g01252,opy300s6g00749,,opy300s26g00419
tc180s3g00170,hli2s12g00768,.,dz186s3g00951,dz186s14g00701,.,,opy300s5g01251,opy300s6g00750,,.
tc180s3g00171,.,hli2s13g00711,.,dz186s14g00703,dz186s15g00660,opy300s1g00593,opy300s5g01249,.,,opy300s26g00420
tc180s3g00172,.,.,dz186s3g00950,dz186s14g00704,dz186s15g00661,opy300s1g00592,opy300s5g01248,opy300s6g00751,,opy300s26g00422
tc180s3g00173,.,hli2s13g00708,dz186s3g00949,.,dz186s15g00662,opy300s1g00591,.,opy300s6g00752,,opy300s26g00423
tc180s3g00174,.,hli2s13g00704,dz186s3g00947,.,dz186s15g00663,opy300s1g00590,opy300s5g01247,.,,.
tc180s3g00175,hli2s12g00772,.,dz186s3g00946,dz186s14g00705,dz186s15g00664,opy300s1g00589,opy300s5g01243,opy300s6g00755,,opy300s26g00424
tc180s3g00176,.,hli2s13g00701,dz186s3g00945,.,.,opy300s1g00587,.,opy300s6g00814,,.
tc180s3g00177,hli2s12g00773,.,dz186s3g00944,dz186s14g00706,dz186s15g00665,opy300s1g00586,opy300s5g01241,opy300s6g00795,,opy300s26g00426
tc180s3g00178,hli2s12g00774,.,dz186s3g00943,.,dz186s15g00666,.,opy300s5g01240,opy300s6g00794,,opy300s26g00427
tc180s3g00179,hli2s12g00775,.,dz186s3g00942,.,.,.,.,.,,opy300s26g00428
tc180s3g00180,hli2s12g00777,.,dz186s3g00941,dz186s14g00707,.,opy300s1g00585,opy300s5g01239,.,,.
tc180s3g00181,.,.,dz186s3g00940,.,.,.,opy300s5g01238,opy300s6g00790,,.
tc180s3g00182,.,.,dz186s3g00939,.,dz186s15g00667,opy300s1g00583,.,.,,.
tc180s3g00183,.,.,.,dz186s14g00710,.,.,.,.,,.
tc180s3g00184,.,.,dz186s3g00935,.,.,opy300s1g00582,.,opy300s6g00787,,.
tc180s3g00185,.,.,.,dz186s14g00711,.,.,.,opy300s6g00786,,.
tc180s3g00186,hli2s12g00781,.,.,dz186s14g00712,.,.,.,.,,opy300s26g00430
tc180s3g00187,hli2s12g00783,.,dz186s3g00934,.,.,.,.,opy300s6g00764,,opy300s26g00431
tc180s3g00188,.,hli2s13g00700,dz186s3g00933,.,dz186s15g00670,.,.,opy300s6g00785,opy300s15g00384,.
tc180s3g00189,.,.,dz186s3g00932,.,.,.,opy300s5g01235,opy300s6g00783,opy300s15g00383,.
tc180s3g00190,.,hli2s13g00698,.,.,dz186s15g00673,opy300s1g00581,.,opy300s6g00781,.,.
tc180s3g00191,.,.,.,.,.,.,.,opy300s6g00780,.,.
tc180s3g00192,.,.,.,.,.,.,.,.,.,.
tc180s3g00193,.,.,.,.,.,.,.,.,.,.
tc180s3g00194,hli2s12g00785,hli2s13g00696,.,.,dz186s15g00674,.,opy300s5g01228,.,.,opy300s26g00432
tc180s3g00195,.,hli2s13g00695,.,.,dz186s15g00675,.,.,.,.,.
tc180s3g00196,.,.,.,.,.,.,.,.,.,.
tc180s3g00197,.,.,.,.,.,.,.,.,.,.
tc180s3g00198,.,.,.,.,dz186s15g00676,.,.,.,opy300s15g00382,.
tc180s3g00199,hli2s12g00787,.,.,dz186s14g00713,dz186s15g00677,.,.,.,opy300s15g00377,.
tc180s3g00200,,.,.,.,.,.,.,.,.,.
tc180s3g00201,,.,.,.,.,.,.,.,.,.
tc180s3g00202,,hli2s13g00694,.,.,.,opy300s1g00578,.,.,.,.
tc180s3g00203,,.,.,.,.,.,.,.,.,.
tc180s3g00204,hli2s12g00719,.,dz186s3g00931,.,.,opy300s1g00576,opy300s5g01226,.,.,.
tc180s3g00205,.,.,.,.,.,opy300s1g00568,,.,.,.
tc180s3g00206,.,hli2s13g00692,dz186s3g00930,dz186s14g00723,.,opy300s1g00567,,.,.,opy300s26g00442
tc180s3g00207,hli2s12g00718,hli2s13g00691,dz186s3g00929,dz186s14g00724,dz186s15g00678,.,,opy300s6g00778,.,opy300s26g00443
tc180s3g00208,hli2s12g00717,.,dz186s3g00928,dz186s14g00725,.,.,,opy300s6g00777,opy300s15g00372,opy300s26g00444
tc180s3g00209,.,.,.,.,dz186s15g00679,opy300s1g00566,,.,.,.
tc180s3g00210,.,.,.,.,.,.,,.,.,.
tc180s3g00211,.,hli2s13g00689,dz186s3g00927,dz186s14g00726,.,.,,.,.,opy300s26g00447
tc180s3g00212,.,hli2s13g00688,.,dz186s14g00727,dz186s15g00680,.,,.,opy300s15g00371,.
tc180s3g00213,.,.,dz186s3g00926,dz186s14g00728,dz186s15g00681,opy300s1g00565,,opy300s6g00775,.,opy300s26g00449
tc180s3g00214,.,.,.,.,dz186s15g00682,.,,opy300s6g00765,opy300s15g00370,.
tc180s3g00215,hli2s12g00716,.,.,dz186s14g00731,.,.,,opy300s6g00764,.,.
tc180s3g00216,.,.,.,.,dz186s15g00684,.,,,.,.
tc180s3g00217,hli2s12g00715,hli2s13g00680,dz186s3g00925,dz186s14g00732,dz186s15g00685,opy300s1g00562,,,.,.
tc180s3g00218,hli2s12g00714,.,dz186s3g00924,dz186s14g00733,.,opy300s1g00561,,,opy300s15g00369,.
tc180s3g00219,.,.,dz186s3g00922,.,.,opy300s1g00560,,,.,.
tc180s3g00220,hli2s12g00712,hli2s13g00675,.,dz186s14g00734,dz186s15g00687,opy300s1g00559,,,.,opy300s26g00450
tc180s3g00221,hli2s12g00710,hli2s13g00673,dz186s3g00920,dz186s14g00735,dz186s15g00688,.,,,opy300s15g00368,opy300s26g00451
tc180s3g00222,.,hli2s13g00656,dz186s3g00919,.,dz186s15g00689,opy300s1g00558,,,opy300s15g00365,.
tc180s3g00223,hli2s12g00709,.,dz186s3g00917,dz186s14g00736,dz186s15g00690,opy300s1g00557,opy300s5g01128,,.,.
tc180s3g00224,hli2s12g00708,.,.,.,dz186s15g00691,opy300s1g00556,opy300s5g01133,,opy300s15g00364,.
tc180s3g00225,.,hli2s13g00657,dz186s3g00916,.,dz186s15g00692,.,opy300s5g01134,opy300s6g00429,.,.
tc180s3g00226,.,.,.,.,.,.,.,.,.,.
tc180s3g00227,.,.,.,.,.,.,.,.,.,.
tc180s3g00228,hli2s12g00707,hli2s13g00660,dz186s3g00915,dz186s14g00737,.,.,opy300s5g01135,opy300s6g00430,.,opy300s26g00454
tc180s3g00229,.,.,dz186s3g00914,.,dz186s15g00693,.,opy300s5g01162,.,.,opy300s26g00456
tc180s3g00230,hli2s12g00705,hli2s13g00661,dz186s3g00913,dz186s14g00738,.,opy300s1g00555,opy300s5g01161,opy300s6g00431,.,.
tc180s3g00231,hli2s12g00704,.,dz186s3g00912,dz186s14g00739,dz186s15g00694,opy300s1g00554,.,.,opy300s15g00361,opy300s26g00457
tc180s3g00232,hli2s12g00703,.,dz186s3g00911,dz186s14g00740,.,opy300s1g00553,opy300s5g01156,opy300s6g00434,.,
tc180s3g00233,hli2s12g00700,hli2s13g00662,dz186s3g00910,dz186s14g00741,dz186s15g00695,opy300s1g00551,opy300s5g01154,opy300s6g00437,opy300s15g00359,opy300s26g00594
tc180s3g00234,.,hli2s13g00663,dz186s3g00909,.,.,.,.,opy300s6g00438,.,.
tc180s3g00235,hli2s12g00699,.,dz186s3g00908,.,dz186s15g00696,opy300s1g00550,.,.,opy300s15g00358,.
tc180s3g00236,hli2s12g00698,.,dz186s3g00907,dz186s14g00742,dz186s15g00697,.,.,opy300s6g00439,opy300s15g00355,opy300s26g00593
tc180s3g00237,.,.,dz186s3g00905,dz186s14g00743,dz186s15g00698,opy300s1g00549,.,opy300s6g00440,.,.
tc180s3g00238,hli2s12g00697,.,dz186s3g00904,dz186s14g00744,.,.,opy300s5g01153,.,.,opy300s26g00592
tc180s3g00239,.,.,dz186s3g00902,dz186s14g00745,dz186s15g00699,.,opy300s5g01152,opy300s6g00442,.,opy300s26g00591
tc180s3g00240,.,.,dz186s3g00901,.,.,.,.,.,.,.
tc180s3g00241,.,.,.,dz186s14g00746,dz186s15g00700,opy300s1g00548,.,.,.,.
tc180s3g00242,.,.,.,.,.,.,.,.,.,.
tc180s3g00243,hli2s12g00695,.,dz186s3g00900,dz186s14g00747,dz186s15g00701,opy300s1g00546,opy300s5g01165,opy300s6g00443,.,opy300s26g00588
tc180s3g00244,hli2s12g00691,.,dz186s3g00897,.,.,.,.,.,opy300s15g00352,opy300s26g00587
tc180s3g00245,.,.,dz186s3g00896,.,dz186s15g00702,.,.,.,.,.
tc180s3g00246,.,.,.,.,.,.,.,.,.,.
tc180s3g00247,hli2s12g00692,.,.,.,dz186s15g00703,opy300s1g00545,.,.,.,.
tc180s3g00248,.,.,.,.,.,.,.,.,.,.
tc180s3g00249,.,.,.,.,.,.,.,.,.,.
tc180s3g00250,.,.,.,.,.,.,.,.,.,.
tc180s3g00251,.,hli2s13g00638,.,dz186s14g00748,dz186s15g00704,.,.,.,opy300s15g00351,opy300s26g00586
tc180s3g00252,.,.,.,.,.,.,.,.,.,
tc180s3g00253,.,hli2s13g00639,dz186s3g00894,.,dz186s15g00705,opy300s1g00541,opy300s5g01166,opy300s6g00444,.,
tc180s3g00254,.,.,.,.,.,opy300s1g00540,opy300s5g01167,.,.,
tc180s3g00255,.,hli2s13g00641,dz186s3g00893,.,dz186s15g00706,.,opy300s5g01169,opy300s6g00445,.,
tc180s3g00256,.,hli2s13g00642,dz186s3g00892,.,dz186s15g00707,opy300s1g00539,opy300s5g01170,.,.,
tc180s3g00257,.,.,dz186s3g00891,.,.,.,,.,.,
tc180s3g00258,.,.,.,.,.,.,,.,.,
tc180s3g00259,.,.,.,.,.,.,,.,.,
tc180s3g00260,.,.,.,.,.,.,,.,.,
tc180s3g00261,.,hli2s13g00644,.,.,dz186s15g00708,.,,.,.,
tc180s3g00262,.,hli2s13g00645,.,.,dz186s15g00709,.,,.,opy300s15g00350,
tc180s3g00263,.,.,.,.,.,.,,.,.,
tc180s3g00264,.,.,.,.,.,.,,.,.,
tc180s3g00265,hli2s12g00692,hli2s13g00646,.,.,.,opy300s1g00538,,.,.,
tc180s3g00266,.,hli2s13g00647,.,.,.,opy300s1g00537,,.,.,
tc180s3g00267,.,.,.,.,dz186s15g00710,.,,.,.,
tc180s3g00268,.,hli2s13g00648,dz186s3g00889,.,.,opy300s1g00535,opy300s5g01122,.,.,
tc180s3g00269,hli2s12g00721,hli2s13g00651,dz186s3g00888,.,dz186s15g00711,opy300s1g00534,opy300s5g01121,opy300s6g00446,.,opy300s26g00433
tc180s3g00270,.,hli2s13g00653,dz186s3g00887,.,.,opy300s1g00533,.,.,.,.
tc180s3g00271,.,hli2s13g00654,dz186s3g00886,.,.,.,opy300s5g01119,.,.,.
tc180s3g00272,.,hli2s13g00655,dz186s3g00885,.,.,opy300s1g00532,opy300s5g01118,.,.,opy300s26g00434
tc180s3g00273,.,.,dz186s3g00884,.,dz186s15g00712,.,opy300s5g01117,.,.,.
tc180s3g00274,hli2s12g00723,.,dz186s3g00883,.,.,.,,.,.,opy300s26g00435
tc180s3g00275,.,.,.,.,.,.,,.,.,.
